date,state,regime,prob_Risk-On,prob_Late-Cycle,prob_Transitional,prob_Post-Shock,prob_Risk-Off
2012-01-30,3,Post-Shock,1.3931784604357011e-06,9.427260380393965e-07,7.209702333075984e-07,0.9999960166757982,9.264493208909815e-07
2012-01-31,3,Post-Shock,8.077271111509183e-07,1.337504272278517e-06,9.315584184673282e-07,0.9999969229167667,2.9304555138553297e-10
2012-02-01,3,Post-Shock,1.0328379487316392e-06,8.793235461561979e-07,1.4052223253822858e-06,0.9999966826108448,4.6477264075623735e-12
2012-02-02,3,Post-Shock,1.4223122430481377e-06,1.174716557158637e-06,1.0209536777198123e-05,0.9999871930214531,4.1206834425387096e-10
2012-02-03,3,Post-Shock,9.591218297932663e-06,2.1714312127328307e-06,8.522845572493185e-06,0.9999797144575763,4.727086274592942e-11
2012-02-06,3,Post-Shock,8.639614898453905e-06,9.070592193481005e-06,2.5868384207542707e-05,0.9999564213995368,9.522278491008112e-12
2012-02-07,3,Post-Shock,2.4869278188536895e-05,1.1456936301125385e-05,0.00018814042627979808,0.9997755332640427,9.582328792881718e-11
2012-02-08,3,Post-Shock,0.00017671336323990482,3.924665892422571e-05,0.000956361391424094,0.9988276785744007,1.2791112979388783e-11
2012-02-09,3,Post-Shock,0.0008920591682276704,0.0002788213963217097,0.009889218528257249,0.9889399007076631,1.9994080929906372e-10
2012-02-10,3,Post-Shock,0.009158953747134622,0.0016302703264648463,0.011812707720695556,0.9773980656347586,2.5703908318405828e-09
2012-02-13,3,Post-Shock,0.011618506378740142,0.008809893331297284,0.00935312315733139,0.9702184755623477,1.570298035977463e-09
2012-02-14,3,Post-Shock,0.009962488065904997,0.01201564523302296,0.018764282325714317,0.9592575839472732,4.2802747999936593e-10
2012-02-15,3,Post-Shock,0.019088651144005122,0.01137414618925604,0.019706834402421897,0.9498303682631566,4.827615616382685e-13
2012-02-16,3,Post-Shock,0.02041516485082813,0.020078628430232115,0.11207780212029317,0.8474284044701147,1.279978952446953e-10
2012-02-17,3,Post-Shock,0.10551496185878902,0.030410713184837304,0.10470913744736221,0.7593651874942323,1.5000169493470867e-11
2012-02-21,3,Post-Shock,0.10641069908139347,0.10057933312164075,0.24433295129350838,0.5486769965438917,1.995930805003519e-08
2012-02-22,3,Post-Shock,0.23795440737948934,0.12926259243400368,0.45646062254561415,0.17632230532040172,7.231994341969467e-08
2012-02-23,2,Transitional,0.4467548803956149,0.2512310422644527,0.25692732436491084,0.04508657019231499,1.827818869932617e-07
2012-02-24,0,Risk-On,0.289068747133879,0.4365037942965204,0.265219987460819,0.009206956921500862,5.141863839924841e-07
2012-02-27,1,Late-Cycle,0.29501113326052686,0.34891827121935687,0.3499828164091867,0.005900627644705803,0.00018715146599328187
2012-02-28,2,Transitional,0.35077200795907476,0.326890981451085,0.31873243534775836,0.0034475147428348883,0.00015706049850451232
2012-02-29,0,Risk-On,0.35471479634420583,0.32877913126450525,0.31511984849167585,0.0013835243215298643,2.699578389354269e-06
2012-03-01,1,Late-Cycle,0.35169025390472075,0.4117146879787637,0.23303402296373374,0.0010986373119312044,0.002462397840838386
2012-03-02,2,Transitional,0.1631847824580488,0.41982977496913315,0.33865086740557804,0.0010153241850695469,0.07731925098288604
2012-03-05,4,Risk-Off,0.013825624372135152,0.13736337844907212,0.3293384923794767,0.0011832095644690925,0.5182892952356976
2012-03-06,4,Risk-Off,0.0007449360946710626,0.003063554261366278,0.009919529302958122,0.004601548732645942,0.9816704316087247
2012-03-07,4,Risk-Off,0.0004147198336973859,0.0006090900886179335,0.0001868842747909023,0.11968198463029017,0.8791073211717226
2012-03-09,3,Post-Shock,0.0001828736533916162,0.0004194996066559821,0.0033418370292705646,0.9944832856149499,0.0015725040964681002
2012-03-12,3,Post-Shock,0.0011498687744230973,0.00016590751091459673,0.0002149117101819831,0.9950962589385904,0.0033730530660908936
2012-03-13,3,Post-Shock,0.0002307538650668384,0.0012078170380822055,8.208015420790041e-05,0.9984059072942335,7.34416488214037e-05
2012-03-14,3,Post-Shock,3.6647961047929744e-05,0.0002683182235643623,0.0011800294095437262,0.9984549751519491,6.0029253399661325e-05
2012-03-15,3,Post-Shock,3.3569257214760368e-06,1.2992495674187337e-05,2.8959036743964864e-05,0.9984367326739317,0.0015179588671939206
2012-03-16,3,Post-Shock,1.1738754095793888e-07,1.6020470871524751e-06,4.074550528337927e-06,0.9998619733910813,0.0001322326245615787
2012-03-19,3,Post-Shock,4.5715351774120915e-10,4.151746604564315e-09,2.114974196421743e-08,0.9999811566460315,1.8817595611392183e-05
2012-03-20,3,Post-Shock,1.1158159484045743e-11,6.090264292094087e-11,2.654211638552741e-09,0.99999881389774,1.1833768329057948e-06
